start_time,away_team,away_team_score,home_team,home_team_score
2025-02-28 00:30:00+00:00,DENVER NUGGETS,,MILWAUKEE BUCKS,
2025-02-28 01:30:00+00:00,CHARLOTTE HORNETS,,DALLAS MAVERICKS,
2025-02-28 03:00:00+00:00,NEW ORLEANS PELICANS,,PHOENIX SUNS,
2025-02-28 03:30:00+00:00,MINNESOTA TIMBERWOLVES,,LOS ANGELES LAKERS,
2025-03-01 00:00:00+00:00,DENVER NUGGETS,,DETROIT PISTONS,
2025-03-01 00:30:00+00:00,OKLAHOMA CITY THUNDER,,ATLANTA HAWKS,
2025-03-01 00:30:00+00:00,CLEVELAND CAVALIERS,,BOSTON CELTICS,
2025-03-01 00:30:00+00:00,PORTLAND TRAIL BLAZERS,,BROOKLYN NETS,
2025-03-01 01:00:00+00:00,TORONTO RAPTORS,,CHICAGO BULLS,
2025-03-01 01:00:00+00:00,NEW YORK KNICKS,,MEMPHIS GRIZZLIES,
2025-03-01 01:00:00+00:00,INDIANA PACERS,,MIAMI HEAT,
2025-03-01 02:00:00+00:00,NEW ORLEANS PELICANS,,PHOENIX SUNS,
2025-03-01 02:30:00+00:00,MINNESOTA TIMBERWOLVES,,UTAH JAZZ,
2025-03-01 03:00:00+00:00,LOS ANGELES CLIPPERS,,LOS ANGELES LAKERS,
2025-03-01 23:00:00+00:00,WASHINGTON WIZARDS,,CHARLOTTE HORNETS,
2025-03-02 00:00:00+00:00,BROOKLYN NETS,,DETROIT PISTONS,
2025-03-02 01:00:00+00:00,SACRAMENTO KINGS,,HOUSTON ROCKETS,
2025-03-02 01:00:00+00:00,SAN ANTONIO SPURS,,MEMPHIS GRIZZLIES,
2025-03-02 01:30:00+00:00,MILWAUKEE BUCKS,,DALLAS MAVERICKS,
2025-03-02 01:30:00+00:00,GOLDEN STATE WARRIORS,,PHILADELPHIA 76ERS,
2025-03-02 18:00:00+00:00,DENVER NUGGETS,,BOSTON CELTICS,
2025-03-02 20:30:00+00:00,PORTLAND TRAIL BLAZERS,,CLEVELAND CAVALIERS,
2025-03-02 22:00:00+00:00,CHICAGO BULLS,,INDIANA PACERS,
2025-03-02 23:00:00+00:00,NEW YORK KNICKS,,MIAMI HEAT,
2025-03-02 23:00:00+00:00,TORONTO RAPTORS,,ORLANDO MAGIC,
2025-03-03 00:00:00+00:00,OKLAHOMA CITY THUNDER,,SAN ANTONIO SPURS,
2025-03-03 01:00:00+00:00,NEW ORLEANS PELICANS,,UTAH JAZZ,
2025-03-03 02:30:00+00:00,LOS ANGELES CLIPPERS,,LOS ANGELES LAKERS,
2025-03-03 02:30:00+00:00,MINNESOTA TIMBERWOLVES,,PHOENIX SUNS,
2025-03-04 00:00:00+00:00,GOLDEN STATE WARRIORS,,CHARLOTTE HORNETS,
2025-03-04 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,PHILADELPHIA 76ERS,
2025-03-04 00:30:00+00:00,WASHINGTON WIZARDS,,MIAMI HEAT,
2025-03-04 01:00:00+00:00,ATLANTA HAWKS,,MEMPHIS GRIZZLIES,
2025-03-04 01:00:00+00:00,HOUSTON ROCKETS,,OKLAHOMA CITY THUNDER,
2025-03-04 01:30:00+00:00,SACRAMENTO KINGS,,DALLAS MAVERICKS,
2025-03-04 02:30:00+00:00,DETROIT PISTONS,,UTAH JAZZ,
2025-03-05 00:00:00+00:00,HOUSTON ROCKETS,,INDIANA PACERS,
2025-03-05 00:00:00+00:00,TORONTO RAPTORS,,ORLANDO MAGIC,
2025-03-05 00:30:00+00:00,MILWAUKEE BUCKS,,ATLANTA HAWKS,
2025-03-05 00:30:00+00:00,GOLDEN STATE WARRIORS,,NEW YORK KNICKS,
2025-03-05 01:00:00+00:00,CLEVELAND CAVALIERS,,CHICAGO BULLS,
2025-03-05 01:00:00+00:00,PHILADELPHIA 76ERS,,MINNESOTA TIMBERWOLVES,
2025-03-05 01:30:00+00:00,BROOKLYN NETS,,SAN ANTONIO SPURS,
2025-03-05 03:00:00+00:00,LOS ANGELES CLIPPERS,,PHOENIX SUNS,
2025-03-05 03:30:00+00:00,NEW ORLEANS PELICANS,,LOS ANGELES LAKERS,
2025-03-06 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,BOSTON CELTICS,
2025-03-06 00:00:00+00:00,MINNESOTA TIMBERWOLVES,,CHARLOTTE HORNETS,
2025-03-06 00:00:00+00:00,MIAMI HEAT,,CLEVELAND CAVALIERS,
2025-03-06 00:00:00+00:00,UTAH JAZZ,,WASHINGTON WIZARDS,
2025-03-06 01:00:00+00:00,OKLAHOMA CITY THUNDER,,MEMPHIS GRIZZLIES,
2025-03-06 02:00:00+00:00,SACRAMENTO KINGS,,DENVER NUGGETS,
2025-03-06 02:30:00+00:00,DALLAS MAVERICKS,,MILWAUKEE BUCKS,
2025-03-06 03:30:00+00:00,DETROIT PISTONS,,LOS ANGELES CLIPPERS,
2025-03-07 00:30:00+00:00,INDIANA PACERS,,ATLANTA HAWKS,
2025-03-07 00:30:00+00:00,PHILADELPHIA 76ERS,,BOSTON CELTICS,
2025-03-07 00:30:00+00:00,GOLDEN STATE WARRIORS,,BROOKLYN NETS,
2025-03-07 01:00:00+00:00,HOUSTON ROCKETS,,NEW ORLEANS PELICANS,
2025-03-07 03:00:00+00:00,NEW YORK KNICKS,,LOS ANGELES LAKERS,
2025-03-08 00:00:00+00:00,CLEVELAND CAVALIERS,,CHARLOTTE HORNETS,
2025-03-08 00:30:00+00:00,MEMPHIS GRIZZLIES,,DALLAS MAVERICKS,
2025-03-08 00:30:00+00:00,UTAH JAZZ,,TORONTO RAPTORS,
2025-03-08 01:00:00+00:00,MINNESOTA TIMBERWOLVES,,MIAMI HEAT,
2025-03-08 01:00:00+00:00,PORTLAND TRAIL BLAZERS,,OKLAHOMA CITY THUNDER,
2025-03-08 03:00:00+00:00,PHOENIX SUNS,,DENVER NUGGETS,
2025-03-08 03:00:00+00:00,SAN ANTONIO SPURS,,SACRAMENTO KINGS,
2025-03-08 03:30:00+00:00,NEW YORK KNICKS,,LOS ANGELES CLIPPERS,
2025-03-08 23:00:00+00:00,BROOKLYN NETS,,CHARLOTTE HORNETS,
2025-03-09 00:00:00+00:00,NEW ORLEANS PELICANS,,HOUSTON ROCKETS,
2025-03-09 00:30:00+00:00,INDIANA PACERS,,ATLANTA HAWKS,
2025-03-09 00:30:00+00:00,WASHINGTON WIZARDS,,TORONTO RAPTORS,
2025-03-09 01:00:00+00:00,CHICAGO BULLS,,MIAMI HEAT,
2025-03-09 01:00:00+00:00,ORLANDO MAGIC,,MILWAUKEE BUCKS,
2025-03-09 01:30:00+00:00,LOS ANGELES LAKERS,,BOSTON CELTICS,
2025-03-09 01:30:00+00:00,DETROIT PISTONS,,GOLDEN STATE WARRIORS,
2025-03-09 17:00:00+00:00,DENVER NUGGETS,,OKLAHOMA CITY THUNDER,
2025-03-09 19:30:00+00:00,PHOENIX SUNS,,DALLAS MAVERICKS,
2025-03-09 23:00:00+00:00,MEMPHIS GRIZZLIES,,NEW ORLEANS PELICANS,
2025-03-09 23:30:00+00:00,UTAH JAZZ,,PHILADELPHIA 76ERS,
2025-03-10 00:00:00+00:00,CLEVELAND CAVALIERS,,MILWAUKEE BUCKS,
2025-03-10 00:00:00+00:00,SAN ANTONIO SPURS,,MINNESOTA TIMBERWOLVES,
2025-03-10 01:00:00+00:00,DETROIT PISTONS,,PORTLAND TRAIL BLAZERS,
2025-03-10 01:30:00+00:00,SACRAMENTO KINGS,,LOS ANGELES CLIPPERS,
2025-03-10 23:30:00+00:00,PHILADELPHIA 76ERS,,ATLANTA HAWKS,
2025-03-10 23:30:00+00:00,UTAH JAZZ,,BOSTON CELTICS,
2025-03-10 23:30:00+00:00,LOS ANGELES LAKERS,,BROOKLYN NETS,
2025-03-10 23:30:00+00:00,CHARLOTTE HORNETS,,MIAMI HEAT,
2025-03-10 23:30:00+00:00,WASHINGTON WIZARDS,,TORONTO RAPTORS,
2025-03-11 00:00:00+00:00,INDIANA PACERS,,CHICAGO BULLS,
2025-03-11 00:00:00+00:00,ORLANDO MAGIC,,HOUSTON ROCKETS,
2025-03-11 00:00:00+00:00,PHOENIX SUNS,,MEMPHIS GRIZZLIES,
2025-03-11 00:00:00+00:00,DENVER NUGGETS,,OKLAHOMA CITY THUNDER,
2025-03-11 00:30:00+00:00,DALLAS MAVERICKS,,SAN ANTONIO SPURS,
2025-03-11 02:00:00+00:00,PORTLAND TRAIL BLAZERS,,GOLDEN STATE WARRIORS,
2025-03-11 02:30:00+00:00,NEW YORK KNICKS,,SACRAMENTO KINGS,
2025-03-11 23:00:00+00:00,BROOKLYN NETS,,CLEVELAND CAVALIERS,
2025-03-11 23:00:00+00:00,WASHINGTON WIZARDS,,DETROIT PISTONS,
2025-03-11 23:00:00+00:00,MILWAUKEE BUCKS,,INDIANA PACERS,
2025-03-12 01:30:00+00:00,LOS ANGELES CLIPPERS,,NEW ORLEANS PELICANS,
2025-03-12 23:00:00+00:00,CHICAGO BULLS,,ORLANDO MAGIC,
2025-03-12 23:30:00+00:00,CHARLOTTE HORNETS,,ATLANTA HAWKS,
2025-03-12 23:30:00+00:00,OKLAHOMA CITY THUNDER,,BOSTON CELTICS,
2025-03-12 23:30:00+00:00,PHILADELPHIA 76ERS,,TORONTO RAPTORS,
2025-03-13 00:00:00+00:00,PHOENIX SUNS,,HOUSTON ROCKETS,
2025-03-13 00:00:00+00:00,UTAH JAZZ,,MEMPHIS GRIZZLIES,
2025-03-13 00:00:00+00:00,LOS ANGELES CLIPPERS,,MIAMI HEAT,
2025-03-13 00:00:00+00:00,DALLAS MAVERICKS,,SAN ANTONIO SPURS,
2025-03-13 02:00:00+00:00,MINNESOTA TIMBERWOLVES,,DENVER NUGGETS,
2025-03-13 02:00:00+00:00,NEW YORK KNICKS,,PORTLAND TRAIL BLAZERS,
2025-03-13 23:00:00+00:00,WASHINGTON WIZARDS,,DETROIT PISTONS,
2025-03-13 23:30:00+00:00,LOS ANGELES LAKERS,,MILWAUKEE BUCKS,
2025-03-14 00:00:00+00:00,BROOKLYN NETS,,CHICAGO BULLS,
2025-03-14 02:00:00+00:00,SACRAMENTO KINGS,,GOLDEN STATE WARRIORS,
2025-03-14 23:00:00+00:00,BOSTON CELTICS,,MIAMI HEAT,
2025-03-14 23:00:00+00:00,INDIANA PACERS,,PHILADELPHIA 76ERS,
2025-03-14 23:30:00+00:00,LOS ANGELES CLIPPERS,,ATLANTA HAWKS,
2025-03-15 00:00:00+00:00,DALLAS MAVERICKS,,HOUSTON ROCKETS,
2025-03-15 00:00:00+00:00,CLEVELAND CAVALIERS,,MEMPHIS GRIZZLIES,
2025-03-15 00:00:00+00:00,ORLANDO MAGIC,,MINNESOTA TIMBERWOLVES,
2025-03-15 00:00:00+00:00,CHARLOTTE HORNETS,,SAN ANTONIO SPURS,
2025-03-15 01:30:00+00:00,LOS ANGELES LAKERS,,DENVER NUGGETS,
2025-03-15 01:30:00+00:00,TORONTO RAPTORS,,UTAH JAZZ,
2025-03-15 02:00:00+00:00,SACRAMENTO KINGS,,PHOENIX SUNS,
2025-03-15 22:00:00+00:00,BOSTON CELTICS,,BROOKLYN NETS,
2025-03-15 23:00:00+00:00,OKLAHOMA CITY THUNDER,,DETROIT PISTONS,
2025-03-16 00:00:00+00:00,CHICAGO BULLS,,HOUSTON ROCKETS,
2025-03-16 00:00:00+00:00,MIAMI HEAT,,MEMPHIS GRIZZLIES,
2025-03-16 00:00:00+00:00,INDIANA PACERS,,MILWAUKEE BUCKS,
2025-03-16 00:30:00+00:00,NEW YORK KNICKS,,GOLDEN STATE WARRIORS,
2025-03-16 00:30:00+00:00,NEW ORLEANS PELICANS,,SAN ANTONIO SPURS,
2025-03-16 01:00:00+00:00,WASHINGTON WIZARDS,,DENVER NUGGETS,
2025-03-16 17:00:00+00:00,PHILADELPHIA 76ERS,,DALLAS MAVERICKS,
2025-03-16 19:30:00+00:00,PHOENIX SUNS,,LOS ANGELES LAKERS,
2025-03-16 22:00:00+00:00,ATLANTA HAWKS,,BROOKLYN NETS,
2025-03-16 22:00:00+00:00,ORLANDO MAGIC,,CLEVELAND CAVALIERS,
2025-03-16 22:00:00+00:00,TORONTO RAPTORS,,PORTLAND TRAIL BLAZERS,
2025-03-16 23:00:00+00:00,UTAH JAZZ,,MINNESOTA TIMBERWOLVES,
2025-03-17 01:00:00+00:00,OKLAHOMA CITY THUNDER,,MILWAUKEE BUCKS,
2025-03-17 02:00:00+00:00,WASHINGTON WIZARDS,,LOS ANGELES CLIPPERS,
2025-03-17 23:30:00+00:00,MIAMI HEAT,,NEW YORK KNICKS,
2025-03-18 00:00:00+00:00,PHILADELPHIA 76ERS,,HOUSTON ROCKETS,
2025-03-18 00:00:00+00:00,INDIANA PACERS,,MINNESOTA TIMBERWOLVES,
2025-03-18 00:00:00+00:00,DETROIT PISTONS,,NEW ORLEANS PELICANS,
2025-03-18 00:00:00+00:00,ORLANDO MAGIC,,SAN ANTONIO SPURS,
2025-03-18 01:00:00+00:00,CHICAGO BULLS,,UTAH JAZZ,
2025-03-18 02:00:00+00:00,DENVER NUGGETS,,GOLDEN STATE WARRIORS,
2025-03-18 02:00:00+00:00,TORONTO RAPTORS,,PHOENIX SUNS,
2025-03-18 02:00:00+00:00,MEMPHIS GRIZZLIES,,SACRAMENTO KINGS,
2025-03-18 23:00:00+00:00,ATLANTA HAWKS,,CHARLOTTE HORNETS,
2025-03-18 23:30:00+00:00,BROOKLYN NETS,,BOSTON CELTICS,
2025-03-19 02:00:00+00:00,WASHINGTON WIZARDS,,PORTLAND TRAIL BLAZERS,
2025-03-19 02:30:00+00:00,CLEVELAND CAVALIERS,,LOS ANGELES CLIPPERS,
2025-03-19 02:30:00+00:00,MILWAUKEE BUCKS,,LOS ANGELES LAKERS,
2025-03-19 23:00:00+00:00,DALLAS MAVERICKS,,INDIANA PACERS,
2025-03-19 23:00:00+00:00,HOUSTON ROCKETS,,ORLANDO MAGIC,
2025-03-19 23:30:00+00:00,DETROIT PISTONS,,MIAMI HEAT,
2025-03-19 23:30:00+00:00,NEW ORLEANS PELICANS,,MINNESOTA TIMBERWOLVES,
2025-03-20 00:00:00+00:00,PHILADELPHIA 76ERS,,OKLAHOMA CITY THUNDER,
2025-03-20 00:00:00+00:00,NEW YORK KNICKS,,SAN ANTONIO SPURS,
2025-03-20 01:00:00+00:00,LOS ANGELES CLIPPERS,,UTAH JAZZ,
2025-03-20 02:00:00+00:00,TORONTO RAPTORS,,GOLDEN STATE WARRIORS,
2025-03-20 02:00:00+00:00,DENVER NUGGETS,,LOS ANGELES LAKERS,
2025-03-20 02:00:00+00:00,CHICAGO BULLS,,PHOENIX SUNS,
2025-03-20 02:00:00+00:00,MEMPHIS GRIZZLIES,,PORTLAND TRAIL BLAZERS,
2025-03-20 02:00:00+00:00,CLEVELAND CAVALIERS,,SACRAMENTO KINGS,
2025-03-20 23:00:00+00:00,NEW YORK KNICKS,,CHARLOTTE HORNETS,
2025-03-20 23:00:00+00:00,BROOKLYN NETS,,INDIANA PACERS,
2025-03-21 02:00:00+00:00,MILWAUKEE BUCKS,,GOLDEN STATE WARRIORS,
2025-03-21 02:00:00+00:00,CHICAGO BULLS,,SACRAMENTO KINGS,
2025-03-21 23:00:00+00:00,ORLANDO MAGIC,,WASHINGTON WIZARDS,
2025-03-22 00:00:00+00:00,HOUSTON ROCKETS,,MIAMI HEAT,
2025-03-22 00:00:00+00:00,NEW ORLEANS PELICANS,,MINNESOTA TIMBERWOLVES,
2025-03-22 00:00:00+00:00,CHARLOTTE HORNETS,,OKLAHOMA CITY THUNDER,
2025-03-22 00:00:00+00:00,PHILADELPHIA 76ERS,,SAN ANTONIO SPURS,
2025-03-22 00:30:00+00:00,DETROIT PISTONS,,DALLAS MAVERICKS,
2025-03-22 01:30:00+00:00,BOSTON CELTICS,,UTAH JAZZ,
2025-03-22 02:00:00+00:00,CLEVELAND CAVALIERS,,PHOENIX SUNS,
2025-03-22 02:00:00+00:00,DENVER NUGGETS,,PORTLAND TRAIL BLAZERS,
2025-03-22 02:30:00+00:00,MEMPHIS GRIZZLIES,,LOS ANGELES CLIPPERS,
2025-03-22 21:00:00+00:00,BROOKLYN NETS,,INDIANA PACERS,
2025-03-22 23:00:00+00:00,GOLDEN STATE WARRIORS,,ATLANTA HAWKS,
2025-03-23 00:00:00+00:00,WASHINGTON WIZARDS,,NEW YORK KNICKS,
2025-03-23 02:00:00+00:00,MILWAUKEE BUCKS,,SACRAMENTO KINGS,
2025-03-23 02:30:00+00:00,CHICAGO BULLS,,LOS ANGELES LAKERS,
2025-03-23 19:00:00+00:00,NEW ORLEANS PELICANS,,DETROIT PISTONS,
2025-03-23 19:30:00+00:00,CLEVELAND CAVALIERS,,UTAH JAZZ,
2025-03-23 22:00:00+00:00,PHILADELPHIA 76ERS,,ATLANTA HAWKS,
2025-03-23 22:00:00+00:00,CHARLOTTE HORNETS,,MIAMI HEAT,
2025-03-23 22:00:00+00:00,BOSTON CELTICS,,PORTLAND TRAIL BLAZERS,
2025-03-23 22:00:00+00:00,SAN ANTONIO SPURS,,TORONTO RAPTORS,
2025-03-23 23:00:00+00:00,DENVER NUGGETS,,HOUSTON ROCKETS,
2025-03-24 01:00:00+00:00,OKLAHOMA CITY THUNDER,,LOS ANGELES CLIPPERS,
2025-03-24 23:00:00+00:00,MINNESOTA TIMBERWOLVES,,INDIANA PACERS,
2025-03-24 23:00:00+00:00,LOS ANGELES LAKERS,,ORLANDO MAGIC,
2025-03-24 23:00:00+00:00,TORONTO RAPTORS,,WASHINGTON WIZARDS,
2025-03-24 23:30:00+00:00,DALLAS MAVERICKS,,BROOKLYN NETS,
2025-03-25 00:00:00+00:00,PHILADELPHIA 76ERS,,NEW ORLEANS PELICANS,
2025-03-25 01:00:00+00:00,CHICAGO BULLS,,DENVER NUGGETS,
2025-03-25 02:00:00+00:00,MILWAUKEE BUCKS,,PHOENIX SUNS,
2025-03-25 02:00:00+00:00,BOSTON CELTICS,,SACRAMENTO KINGS,
2025-03-25 23:00:00+00:00,ORLANDO MAGIC,,CHARLOTTE HORNETS,
2025-03-25 23:00:00+00:00,SAN ANTONIO SPURS,,DETROIT PISTONS,
2025-03-25 23:30:00+00:00,GOLDEN STATE WARRIORS,,MIAMI HEAT,
2025-03-25 23:30:00+00:00,DALLAS MAVERICKS,,NEW YORK KNICKS,
2025-03-26 00:00:00+00:00,ATLANTA HAWKS,,HOUSTON ROCKETS,
2025-03-26 01:00:00+00:00,MEMPHIS GRIZZLIES,,UTAH JAZZ,
2025-03-26 02:00:00+00:00,CLEVELAND CAVALIERS,,PORTLAND TRAIL BLAZERS,
2025-03-26 02:00:00+00:00,OKLAHOMA CITY THUNDER,,SACRAMENTO KINGS,
2025-03-26 23:00:00+00:00,WASHINGTON WIZARDS,,PHILADELPHIA 76ERS,
2025-03-26 23:30:00+00:00,TORONTO RAPTORS,,BROOKLYN NETS,
2025-03-26 23:30:00+00:00,LOS ANGELES LAKERS,,INDIANA PACERS,
2025-03-26 23:30:00+00:00,LOS ANGELES CLIPPERS,,NEW YORK KNICKS,
2025-03-27 01:00:00+00:00,MILWAUKEE BUCKS,,DENVER NUGGETS,
2025-03-27 02:00:00+00:00,BOSTON CELTICS,,PHOENIX SUNS,
2025-03-27 23:00:00+00:00,SAN ANTONIO SPURS,,CLEVELAND CAVALIERS,
2025-03-27 23:00:00+00:00,DALLAS MAVERICKS,,ORLANDO MAGIC,
2025-03-27 23:00:00+00:00,INDIANA PACERS,,WASHINGTON WIZARDS,
2025-03-27 23:30:00+00:00,ATLANTA HAWKS,,MIAMI HEAT,
2025-03-28 00:00:00+00:00,LOS ANGELES LAKERS,,CHICAGO BULLS,
2025-03-28 00:00:00+00:00,MEMPHIS GRIZZLIES,,OKLAHOMA CITY THUNDER,
2025-03-28 01:00:00+00:00,HOUSTON ROCKETS,,UTAH JAZZ,
2025-03-28 02:00:00+00:00,PORTLAND TRAIL BLAZERS,,SACRAMENTO KINGS,
2025-03-28 23:00:00+00:00,CLEVELAND CAVALIERS,,DETROIT PISTONS,
2025-03-28 23:30:00+00:00,LOS ANGELES CLIPPERS,,BROOKLYN NETS,
2025-03-28 23:30:00+00:00,CHARLOTTE HORNETS,,TORONTO RAPTORS,
2025-03-29 00:00:00+00:00,NEW YORK KNICKS,,MILWAUKEE BUCKS,
2025-03-29 00:00:00+00:00,PHOENIX SUNS,,MINNESOTA TIMBERWOLVES,
2025-03-29 00:00:00+00:00,GOLDEN STATE WARRIORS,,NEW ORLEANS PELICANS,
2025-03-29 01:00:00+00:00,UTAH JAZZ,,DENVER NUGGETS,
2025-03-29 21:00:00+00:00,SACRAMENTO KINGS,,ORLANDO MAGIC,
2025-03-29 23:00:00+00:00,BROOKLYN NETS,,WASHINGTON WIZARDS,
2025-03-29 23:30:00+00:00,MIAMI HEAT,,PHILADELPHIA 76ERS,
2025-03-30 00:00:00+00:00,DALLAS MAVERICKS,,CHICAGO BULLS,
2025-03-30 00:00:00+00:00,LOS ANGELES LAKERS,,MEMPHIS GRIZZLIES,
2025-03-30 00:00:00+00:00,INDIANA PACERS,,OKLAHOMA CITY THUNDER,
2025-03-30 00:00:00+00:00,BOSTON CELTICS,,SAN ANTONIO SPURS,
2025-03-30 19:30:00+00:00,LOS ANGELES CLIPPERS,,CLEVELAND CAVALIERS,
2025-03-30 22:00:00+00:00,PORTLAND TRAIL BLAZERS,,NEW YORK KNICKS,
2025-03-30 23:00:00+00:00,ATLANTA HAWKS,,MILWAUKEE BUCKS,
2025-03-30 23:00:00+00:00,DETROIT PISTONS,,MINNESOTA TIMBERWOLVES,
2025-03-30 23:00:00+00:00,CHARLOTTE HORNETS,,NEW ORLEANS PELICANS,
2025-03-30 23:00:00+00:00,GOLDEN STATE WARRIORS,,SAN ANTONIO SPURS,
2025-03-30 23:30:00+00:00,TORONTO RAPTORS,,PHILADELPHIA 76ERS,
2025-03-31 01:00:00+00:00,HOUSTON ROCKETS,,PHOENIX SUNS,
2025-03-31 23:00:00+00:00,UTAH JAZZ,,CHARLOTTE HORNETS,
2025-03-31 23:00:00+00:00,SACRAMENTO KINGS,,INDIANA PACERS,
2025-03-31 23:00:00+00:00,LOS ANGELES CLIPPERS,,ORLANDO MAGIC,
2025-03-31 23:00:00+00:00,MIAMI HEAT,,WASHINGTON WIZARDS,
2025-04-01 00:00:00+00:00,BOSTON CELTICS,,MEMPHIS GRIZZLIES,
2025-04-01 00:00:00+00:00,CHICAGO BULLS,,OKLAHOMA CITY THUNDER,
2025-04-01 00:30:00+00:00,BROOKLYN NETS,,DALLAS MAVERICKS,
2025-04-01 02:30:00+00:00,HOUSTON ROCKETS,,LOS ANGELES LAKERS,
2025-04-01 23:30:00+00:00,PORTLAND TRAIL BLAZERS,,ATLANTA HAWKS,
2025-04-01 23:30:00+00:00,PHILADELPHIA 76ERS,,NEW YORK KNICKS,
2025-04-02 00:00:00+00:00,TORONTO RAPTORS,,CHICAGO BULLS,
2025-04-02 00:00:00+00:00,GOLDEN STATE WARRIORS,,MEMPHIS GRIZZLIES,
2025-04-02 00:00:00+00:00,PHOENIX SUNS,,MILWAUKEE BUCKS,
2025-04-02 02:00:00+00:00,MINNESOTA TIMBERWOLVES,,DENVER NUGGETS,
2025-04-02 23:00:00+00:00,NEW YORK KNICKS,,CLEVELAND CAVALIERS,
2025-04-02 23:00:00+00:00,CHARLOTTE HORNETS,,INDIANA PACERS,
2025-04-02 23:00:00+00:00,SACRAMENTO KINGS,,WASHINGTON WIZARDS,
2025-04-02 23:30:00+00:00,MIAMI HEAT,,BOSTON CELTICS,
2025-04-03 00:00:00+00:00,UTAH JAZZ,,HOUSTON ROCKETS,
2025-04-03 00:00:00+00:00,DETROIT PISTONS,,OKLAHOMA CITY THUNDER,
2025-04-03 00:30:00+00:00,ATLANTA HAWKS,,DALLAS MAVERICKS,
2025-04-03 01:00:00+00:00,SAN ANTONIO SPURS,,DENVER NUGGETS,
2025-04-03 02:00:00+00:00,NEW ORLEANS PELICANS,,LOS ANGELES CLIPPERS,
2025-04-03 23:00:00+00:00,ORLANDO MAGIC,,WASHINGTON WIZARDS,
2025-04-03 23:30:00+00:00,MINNESOTA TIMBERWOLVES,,BROOKLYN NETS,
2025-04-03 23:30:00+00:00,MEMPHIS GRIZZLIES,,MIAMI HEAT,
2025-04-03 23:30:00+00:00,MILWAUKEE BUCKS,,PHILADELPHIA 76ERS,
2025-04-03 23:30:00+00:00,PORTLAND TRAIL BLAZERS,,TORONTO RAPTORS,
2025-04-04 02:00:00+00:00,GOLDEN STATE WARRIORS,,LOS ANGELES LAKERS,
2025-04-04 23:00:00+00:00,SACRAMENTO KINGS,,CHARLOTTE HORNETS,
2025-04-04 23:00:00+00:00,UTAH JAZZ,,INDIANA PACERS,
2025-04-04 23:30:00+00:00,PHOENIX SUNS,,BOSTON CELTICS,
2025-04-04 23:30:00+00:00,DETROIT PISTONS,,TORONTO RAPTORS,
2025-04-05 00:00:00+00:00,PORTLAND TRAIL BLAZERS,,CHICAGO BULLS,
2025-04-05 00:00:00+00:00,OKLAHOMA CITY THUNDER,,HOUSTON ROCKETS,
2025-04-05 00:00:00+00:00,CLEVELAND CAVALIERS,,SAN ANTONIO SPURS,
2025-04-05 02:00:00+00:00,DENVER NUGGETS,,GOLDEN STATE WARRIORS,
2025-04-05 02:30:00+00:00,DALLAS MAVERICKS,,LOS ANGELES CLIPPERS,
2025-04-05 02:30:00+00:00,NEW ORLEANS PELICANS,,LOS ANGELES LAKERS,
2025-04-05 19:00:00+00:00,NEW YORK KNICKS,,ATLANTA HAWKS,
2025-04-05 23:00:00+00:00,MEMPHIS GRIZZLIES,,DETROIT PISTONS,
2025-04-05 23:00:00+00:00,MINNESOTA TIMBERWOLVES,,PHILADELPHIA 76ERS,
2025-04-06 00:00:00+00:00,MILWAUKEE BUCKS,,MIAMI HEAT,
2025-04-06 02:30:00+00:00,DALLAS MAVERICKS,,LOS ANGELES CLIPPERS,
2025-04-06 17:00:00+00:00,CHICAGO BULLS,,CHARLOTTE HORNETS,
2025-04-06 19:30:00+00:00,TORONTO RAPTORS,,BROOKLYN NETS,
2025-04-06 19:30:00+00:00,LOS ANGELES LAKERS,,OKLAHOMA CITY THUNDER,
2025-04-06 22:00:00+00:00,UTAH JAZZ,,ATLANTA HAWKS,
2025-04-06 22:00:00+00:00,WASHINGTON WIZARDS,,BOSTON CELTICS,
2025-04-06 22:00:00+00:00,SACRAMENTO KINGS,,CLEVELAND CAVALIERS,
2025-04-06 22:00:00+00:00,SAN ANTONIO SPURS,,PORTLAND TRAIL BLAZERS,
2025-04-06 23:00:00+00:00,ORLANDO MAGIC,,NEW ORLEANS PELICANS,
2025-04-06 23:00:00+00:00,PHOENIX SUNS,,NEW YORK KNICKS,
2025-04-07 00:00:00+00:00,INDIANA PACERS,,DENVER NUGGETS,
2025-04-07 00:30:00+00:00,HOUSTON ROCKETS,,GOLDEN STATE WARRIORS,
2025-04-07 23:00:00+00:00,SACRAMENTO KINGS,,DETROIT PISTONS,
2025-04-07 23:30:00+00:00,PHILADELPHIA 76ERS,,MIAMI HEAT,
2025-04-08 23:00:00+00:00,MEMPHIS GRIZZLIES,,CHARLOTTE HORNETS,
2025-04-08 23:00:00+00:00,CHICAGO BULLS,,CLEVELAND CAVALIERS,
2025-04-08 23:00:00+00:00,WASHINGTON WIZARDS,,INDIANA PACERS,
2025-04-08 23:00:00+00:00,ATLANTA HAWKS,,ORLANDO MAGIC,
2025-04-08 23:30:00+00:00,NEW ORLEANS PELICANS,,BROOKLYN NETS,
2025-04-08 23:30:00+00:00,BOSTON CELTICS,,NEW YORK KNICKS,
